Name,City,Country,IATA,ICAO,Latitude,Longitude
Shiyan Wudangshan Airport,Shiyan,China,WDS,ZHSY,32.591667,110.907778
Sunchon Air Base,Sunchon,North Korea,\N,ZKSC,39.415699,125.894997
Huatugou Airport,Mengnai,China,HTT,ZLHX,38.201984,90.841495
Baruun Urt Airport,,Mongolia,UUN,ZMBU,46.66030121,113.2850037
Bengbu Airport,Bengbu,China,BFU,ZSBB,32.84773333,117.3202444
Rugao Air Base,Rugao,China,RUG,ZSRG,32.25788498,120.5016556
Wuhu Air Base,Wuhu,China,WHU,ZSWU,31.3906,118.408997
Shanshan Airport,Shanshan,China,SXJ,ZWSS,42.9117012,90.24749756
Yingkou Lanqi Airport,Yingkou,China,YKH,ZYYK,40.542524,122.3586
Shenyang Dongta Airport,Shenyang,China,\N,ZYYY,41.78440094,123.4960022
Bogorodskoye Airport,Bogorodskoe,Russia,BQG,UHNB,52.38,140.448
Itapiranga Airport,Itapiranga,Brazil,\N,SSYT,-27.14249992,-53.68579865
Aguas Calientes Airport,Aguas Calientes,Peru,\N,SPAT,-8.833330154,-74.6832962
Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS,17.23131752,78.42985535
Vancouver International Seaplane Base,Vancouver,Canada,\N,CAM9,49.177047,-123.168154
Bressaucourt Airport,Bressaucourt-Porrentruy,Switzerland,\N,LSZQ,47.392677,7.028648
Parakou Airport,Parakou,Benin,PKO,DBBP,9.357689857,2.609679937
Kandi Airport,Kandi,Benin,KDC,DBBK,11.14479,2.940381
Sokodé Airport,Sokode,Togo,\N,DXSK,8.994275,1.153004
Sansanné-Mango Airport,Mango,Togo,\N,DXMG,10.37301064,0.471382141
Arnbruck Airport,Arnbruck,Germany,\N,EDNB,49.12472153,12.98555565
Jacarepaguá - Roberto Marinho Airport,Rio de Janeiro,Brazil,\N,SBJR,-22.987499,-43.369999
Hacaritama Airport,Aguachica,Colombia,\N,SKAG,8.247,-73.5814
Hermannsburg Airport,Hermannsburg,Australia,HMG,YHMB,-23.93000031,132.8049927
Mount Davies Airport,Pipalyatjara,Australia,\N,YMDV,-26.16670036,129.1329956
Areyonga Airport,Areyonga,Australia,\N,YARN,-24.06669998,132.2669983
Tracy Municipal Airport,Tracy,United States,\N,KTCY,37.68899918,-121.4420013
Mount Allan Airport,Yuelamu,Australia,\N,YMNA,-22.27499962,132.2169952
Everard Park Airport,Mimili,Australia,\N,YEVP,-27.01670074,132.7169952
Warrabri Airport,Ali-Curung,Australia,\N,YWBI,-21,134.3970032
Krefeld-Egelsberg Airport,Krefeld,Germany,\N,EDLK,51.38499832,6.587778091
Baidoa Airport,Baidoa,Somalia,BIB,HCMB,3.102220058,43.62860107
Ampilatwatja Airport,Ampilatwatja,Australia,\N,YAMJ,-21.65500069,135.2299957
Kings Creek Airport,Petermann,Australia,KCS,YKCS,-24.42329979,131.8350067
Harts Range Airport,Harts Range,Australia,\N,YHTS,-22.98500061,134.9179993
Elliott Airport,Elliott,Australia,\N,YELL,-17.52742958,133.529892
Papunya Airport,Papunya,Australia,\N,YPAY,-23.24670029,131.9029999
Fregon Airport,Fregon,Australia,\N,YFRG,-26.77499962,132.0169983
Mount Liebig Airport,Mt Liebig,Australia,\N,YLBG,-23.24329948,131.2599945
Bolton Field,Columbus,United States,\N,KTZR,39.90119934,-83.13690186
Baltrum Airport,Baltrum,Germany,BMR,EDWZ,53.72472382,7.373332977
Skagit Regional Airport,Skagit,United States,MVW,KBVS,48.47090149,-122.4209976
Goondiwindi Airport,Goondiwindi,Australia,GOO,YGDI,-28.52140045,150.3200073
Liman Airfield,Odesa,Ukraine,\N,UKOE,46.57851,30.703053
Lognes Emerainville Airport,Lognes,France,\N,LFPL,48.821028,2.625967
Marion County Brown Field,Jasper,United States,APT,KAPT,35.060699,-85.585297
Evergreen Regional Airport/Middleton Field,Evergreen,United States,\N,KGZH,31.4158,-87.043999
Pryor Field Regional Airport,Decatur,United States,DCU,KDCU,34.65269852,-86.94539642
Glasgow Municipal Airport,Glasgow,United States,GLW,KGLW,37.03179932,-85.9536972
Danielson Airport,Danielson,United States,\N,KLZD,41.81969833,-71.90100098
Docker River Airport,Docker River,Australia,DKV,YDVR,-24.86000061,129.0700073
Clearfield Lawrence Airport,Clearfield,United States,\N,KFIG,41.04859924,-78.4131012
Jasper County Airport,Rensselaer,United States,RNZ,KRZL,40.94789886,-87.18260193
Ti Tree Airport,Ti Tree,Australia,\N,YTIT,-22.13170052,133.4199982
Sabetta International Airport,Sabetta,Russia,SBT,USDA,71.219167,72.052222
Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,AXF,ZBAL,38.74831,105.58858
El Fuentero Airport,Svenborg,Denmark,\N,SVFT,7.099999905,-69.58333588
Sturgate Airfield,Eger,Hungary,\N,EGCS,53.3810997,-0.685277998
Simberi Airport,Simberi Island,Papua New Guinea,NIS,AYSE,-2.662222222,151.9977778
Bulolo Airport,Bulolo,Papua New Guinea,BUL,AYBU,-7.216286671,146.6495419
Kintore Airport,Kintore,Australia,\N,YKNT,-23.26499939,129.3869934
Statesboro Bulloch County Airport,Statesboro,United States,TBR,KTBR,32.48270035,-81.73690033
Utopia Airport,Utopia,Australia,\N,YUTP,-22.05500031,134.7899933
Nyrripi Airport,Nyirripi,Australia,\N,YNRR,-22.64529991,130.5650024
Amata Airport,Amata,Australia,AMT,YAMT,-26.10829926,131.2070007
Glacier Country Heliport,Franz Josef,New Zealand,\N,NZGH,-43.38722,170.18
Erldunda Airport,Erldunda,Australia,EDD,YERL,-25.2057991,133.2539978
Helisul I Heliport,Foz do Iguassu,Brazil,\N,SSHH,-25.60416794,-54.49361038
Finke Airport,Finke,Australia,FIK,YFNE,-25.59469986,134.5829926
Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,JJG,SBJA,-28.6753,-49.0596
Nypari Airport,Angatja Homeland,Australia,\N,YNYP,-26.20000076,130.2330017
Ihtiman Airfield,Ihtiman,Bulgaria,\N,LBHT,42.42189,23.767221
Vogtareuth Airport,Vogtareuth,Germany,\N,EDNV,47.94610977,12.2047224
[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,New Zealand,\N,XXXX,89.5,0.0001
New Smyrna Beach Municipal Airport,New Smyrna Beach,United States,\N,KEVB,29.0557003,-80.94889832
Las Vegas Helicopters Heliport,Las vegas,United States,\N,NV03,36.10810089,-115.1740036
Delta Camp Airport,Delta Camp,Botswana,\N,FBDT,-19.5323,23.0925
Hwange (Town) Airport,Hwange,Zimbabwe,WKI,FVWT,-18.362967,26.519791
Harbour (Public) Heliport,Vancouver,Canada,\N,CBC7,49.28689211,-123.1061123
Victoria Harbour (Camel Point) Heliport,Victoria,Canada,\N,CBF7,48.41809845,-123.3880005
Shushenskoye Airport,Shushenskoye,Russia,\N,UNAU,53.38499832,92.04499817
Stockerau Airport,Stockerau,Austria,\N,LOAU,48.40999985,16.19169998
Klaipėda Airport,Klaipeda,Lithuania,KLJ,EYKL,55.7118988,21.24279976
Iowa County Airport,MINERAL POINT,United States,\N,KMRJ,42.886799,-90.236198
West Bend Municipal Airport,WEST BEND,United States,ETB,KETB,43.42219925,-88.12789917
Gaylord Regional Airport,GAYLORD,United States,GLR,KGLR,45.01350021,-84.70359802
Anderson Municipal Darlington Field,ANDERSON,United States,AID,KAID,40.10860062,-85.61299896
Cenej Airport,Novi Sad,Serbia,QND,LYNS,45.385799,19.839199
Grundarfjörður Airport,Grundarfjordur,Iceland,GUU,BIGF,64.99140167,-23.22470093
Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD,KPDC,43.01929855,-91.123703
Cascade Heliport,Kobok,Indonesia,\N,WA98,47.512346,-120.488691
Air Orlando Heliport,Orlando,United States,\N,2FD7,28.43560028,-81.47309875
Tórshavn/Bodanes Heliport,Torshavn,Faroe Islands,\N,EKTB,62.02170181,-6.757420063
Otjiwarongo Airport,Otjiwarongo,Namibia,OTJ,FYOW,-20.43470001,16.66080093
RAF Mona,Mona,United Kingdom,\N,EGOQ,53.258598,-4.37355
Rerik-Zweedorf Airport,Rerik,Germany,\N,EDCR,54.08194351,11.64916706
Fazenda Vaticano Airport,Cruz,Brazil,\N,SSVV,-21.294443,-56.11861
Stanly County Airport,Albemarle,United States,\N,KVUJ,35.41669846,-80.15080261
Davidson County Airport,Lexington,United States,\N,KEXX,35.78110123,-80.30380249
Windwood Fly-In Resort Airport,Davis,United States,\N,WV62,39.05509949,-79.43139648
Lathan Strip,Mocksville,United States,\N,5NC2,34.87630081,-80.61920166
Double Eagle II Airport,Albuquerque,United States,\N,KAEG,35.14519882,-106.7949982
Socorro Municipal Airport,Socorro,United States,\N,KONM,34.02249908,-106.9029999
Bentonville Municipal-Louise M Thaden Field,Bentonville,United States,\N,KVBT,36.34569931,-94.21929932
Blue Ridge Airport,Martinsville,United States,\N,KMTV,36.63069916,-80.01830292
Mount Airy Surry County Airport,Mount Airy,United States,\N,KMWK,36.45970154,-80.5530014
Taos Regional Airport,Taos,United States,TSM,KSKX,36.45819855,-105.6719971
Raton Municipal-Crews Field,Raton,United States,RTN,KRTN,36.74150085,-104.5019989
Rusk County Airport,Ladysmith,United States,\N,KRCX,45.49679947,-91.00050354
Perry Lefors Field,Pampa,United States,PPA,KPPA,35.61299896,-100.9960022
William R. Pogue Municipal Airport,Sand Springs,United States,\N,KOWP,36.1753006,-96.15180206
Marion County Regional Airport,Flippin,United States,FLP,KFLP,36.29090118,-92.59030151
Hutchinson County Airport,Borger,United States,BGD,KBGD,35.70090103,-101.3939972
Budaörs Airfield,Budaoers,Hungary,\N,LHBS,47.451099,18.9806
Jakabszállás Airport,Jakabszallas,Hungary,\N,LHJK,46.74720001,19.60560036
St. Helena Airport,Longwood,United Kingdom,HLE,FHSH,-15.957725,-5.645943
Bonn-Hangelar Airport,Sankt-Augustin,Germany,BNJ,EDKB,50.76889038,7.163332939
Nogliki Airport,Nogliki,Russia,NGK,UHSN,51.780102,143.139008
Santa Ynez Airport,Santa Ynez,United States,SQA,KIZA,34.60680008,-120.0759964
Delingha Airport,Haixi,China,HXD,ZLDL,37.125286,97.268658
Qionghai Bo'ao Airport,Qionghai,China,BAR,ZJQH,19.13824,110.454775
Northeim Airport,Northeim,Germany,\N,EDVN,51.70639038,10.03972244
Reggio Emilia Airport,Reggio Emilia,Italy,\N,LIDE,44.698299,10.6628
Bowen Airport,Bowen,Australia,ZBO,YBWN,-20.0182991,148.2149963
Ulanqab Jining Airport,Wulanchabu,China,UCB,ZBUC,41.129722,113.108056
Odienne Airport,Odienne,Cote d'Ivoire,KEO,DIOD,9.5,-7.566999912
Siguiri Airport,Siguiri,Guinea,GII,GUSI,11.43299961,-9.166999817
Nzérékoré Airport,Nzerekore,Guinea,NZE,GUNZ,7.806019306,-8.701797485
Boolgeeda,Brockman,Australia,OCM,YBGD,-22.54,117.275
Shaoyang Wugang Airport,Shaoyang,China,WGN,ZGSY,26.802,110.642
9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,TXF,SNTF,-17.52449989,-39.66849899
Spartanburg Downtown Memorial Airport,Spartangurg,United States,SPA,KSPA,34.91569901,-81.95649719
Bajawa Soa Airport,Bajawa,Indonesia,BJW,WATB,-8.70743498,121.0574269
Torgau-Beilrode Airport,Gransee,Germany,\N,EDOG,51.570907,13.051641
Annobón Airport,San Antonio de Pale,Equatorial Guinea,NBN,FGAB,-1.410277,5.621944
Renk Airport,Huangshan,China,\N,HSRN,11.83246927,32.81049728
Oyo Ollombo Airport,Oyo,Congo (Brazzaville),OLL,FCOD,-1.226666,15.91
Port Hardy Seaplane Base,Port Hardy,Canada,\N,CAW5,50.71670151,-127.4830017
Tri-City Airport,Parsons,United States,PPF,KPPF,37.32989883,-95.5062027
Boun Neau Airport,Phongsaly,Laos,PCQ,VLFL,21.6475,101.9
Waycross Ware County Airport,Waycross,United States,AYS,KAYS,31.24909973,-82.39550018
Blaise Diagne International Airport,Diass,Senegal,DSS,GOBD,14.67,-17.073333
Mid-State Regional Airport,Philipsburg,United States,\N,KPSB,40.88439941,-78.08730316
Greater Portsmouth Regional Airport,Portsmouth,United States,PMH,KPMH,38.84049988,-82.84729767
Coonawarra Airport,Coonawarra,Australia,\N,YCNQ,-37.28329849,140.8000031
Naracoorte Airport,Naracoorte,Australia,NAC,YNRC,-36.98529816,140.7250061
Camilla Mitchell County Airport,Camilla,United States,\N,KCXU,31.21290016,-84.23680115
Clarenville Airport,Clarenville,Canada,\N,CCZ3,48.27470016,-53.9239006
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,PGZ,SSZW,-25.1847,-50.1441
Palenque International Airport,Palenque,Mexico,PQM,MMPQ,17.533153,-92.015484
Caloundra Airport,Caloundra,Australia,CUD,YCDR,-26.79999924,153.1000061
Clarks Point Airport,Clarks Point,United States,CLP,PFCL,58.83369827,-158.529007
Ospika Airport,Williston Lake,Canada,\N,CBA9,56.27500153,-124.052002
Charlottetown Airport,Charlottetown,Canada,\N,CCH4,52.76499939,-56.11560059
Doris Lake,Doris Lake,Canada,JOJ,CDL7,68.12527466,-106.5852814
Costa Esmeralda Airport,Tola,Nicaragua,ECI,MNCE,11.427542,-86.033361
Monte Cristi Airport,Montecristi,Dominican Republic,\N,MDMC,19.86529922,-71.64530182
El Papalon Airport,San Miguel,El Salvador,\N,MSSM,13.44410038,-88.1269989
Sandpoint Airport,Sandpoint,United States,\N,KSZT,48.29949951,-116.5599976
Attu Heliport,Attu,Greenland,QGQ,BGAT,67.94066286,-53.62186968
Kangaatsiaq Heliport,Kangaatsiaq,Greenland,QPW,BGKA,68.31265749,-53.46020758
Kitsissuarsuit Heliport,Kitsissuarsuit,Greenland,QJE,BGKT,68.857926,-53.12329531
Niaqornaarsuk Heliport,Niaqornaarsuk,Greenland,\N,BGNK,68.236381,-52.852148
Ilimanaq Heliport,Ilimanaq,Greenland,XIQ,BGIL,69.080915,-51.11431539
Qeqertaq Heliport,Qeqertaq,Greenland,QQT,BGQE,69.99586111,-51.30091667
Saqqaq Heliport,Saqqaq,Greenland,\N,BGSQ,70.011448,-51.932142
Savissivik Heliport,Savissivik,Greenland,\N,BGSV,76.01861346,-65.11768341
Siorapaluk Heliport,Siorapaluk,Greenland,\N,BGSI,77.78651735,-70.63865662
Aappilattoq (Qaasuitsup) Heliport,Aappilattoq,Greenland,\N,BGAG,72.88702982,-55.59628665
Innarsuit Heliport,Innaarsuit,Greenland,\N,BGIN,73.19989534,-56.01081669
Kangersuatsiaq Heliport,Kangersuatsiaq,Greenland,\N,BGKS,72.38109155,-55.53658605
Kullorsuaq Heliport,Kullorsuaq,Greenland,\N,BGKQ,74.57804983,-57.22682834
Nuussuaq Heliport,Nuussuaq,Greenland,\N,BGNU,74.10985285,-57.06503749
Tasiusaq (Qaasuitsup) Heliport,Tasiusaq,Greenland,\N,BGTA,73.3730545,-56.06027985
Upernavik Kujalleq Heliport,Upernavik Kujalleq,Greenland,\N,BGKL,72.15274253,-55.53098559
Aappilattoq (Kujalleq) Heliport,Aappilattoq,Greenland,\N,BGAQ,60.148357,-44.286916
Tasiusaq (Kujalleq) Heliport,Tasiusaq,Greenland,\N,BGTQ,60.19430531,-44.813447
Narsaq Kujalleq Heliport,Narsaq Kujalleq,Greenland,\N,BGFD,60.004694,-44.656935
Ikamiut Heliport,Ikamiut,Greenland,QJI,BGIT,68.6342531,-51.83226228
Ammassivik Heliport,Ammassivik,Greenland,\N,BGAS,60.597376,-45.382445
Eqalugaarsuit Heliport,Eqalugaarsuit,Greenland,QFG,BGET,60.61971965,-45.91406196
Qassimiut Heliport,Qassimiut,Greenland,\N,BGQT,60.78095923,-47.15624928
Tiniteqilaaq Heliport,Tiniteqilaaq,Greenland,\N,BGTN,65.89202734,-37.78340936
Isortoq Heliport,Isortoq,Greenland,\N,BGIS,65.54779239,-38.97655249
Kuummiut Heliport,Kuummiit,Greenland,\N,BGKM,65.86393474,-36.99791908
Sermiligaaq Heliport,Sermiligaaq,Greenland,\N,BGSG,65.90591976,-36.3782537
Ikerassaarsuk Heliport,Ikerasaarsuk,Greenland,QRY,BGIK,68.14088101,-53.44145894
Illorsuit Heliport,Illorsuit,Greenland,\N,BGLL,71.24194404,-53.56287718
Nuugaatsiaq Heliport,Nuugaatsiaq,Greenland,\N,BGNQ,71.53876875,-53.20503831
Saattut Heliport,Saattut,Greenland,\N,BGST,70.81117198,-51.63128972
Ikerasak Heliport,Ikerasak,Greenland,\N,BGIA,70.49814535,-51.3030839
Niaqornat Heliport,Niaqornat,Greenland,\N,BGNT,70.78938469,-53.66294503
Ukkusissat Heliport,Ukkusissat,Greenland,\N,BGUT,71.04943849,-51.8900156
Olhos D`água Airport,Agua Boa,Brazil,\N,SWHP,-14.019444,-52.152222
Novo Progresso Airport,Novo Progresso,Brazil,NPR,SJNP,-7.125833,-55.400833
Adolino Bedin Regional Airport,Sorriso,Brazil,SMT,SBSO,-12.479177,-55.672341
Serra da Capivara Airport,Sao Raimundo Nonato,Brazil,\N,SWKQ,-9.082778,-42.644444
Encarnación Airport,Encarnacion,Paraguay,ENO,SGEN,-27.227366,-55.837495
Amatopo Airstrip,Amatopo,Suriname,\N,SMAM,3.547885,-57.633958
Poeketi Airstrip,Poeketi,Suriname,\N,SMPE,4.126389,-54.623611
Godo Holo Airstrip,Pikienkondre of Miranda,Suriname,\N,SMGH,4.0583,-54.7861
Anholt Airport,Anholt,Denmark,\N,EKAT,56.69889832,11.55589962
St Pierre d'Oléron Airfield,Saint Pierre d'Oleron,France,\N,LFDP,45.959202,-1.31611
Semur En Auxois Airfield,Semur en Auxois,France,\N,LFGQ,47.481899,4.34417
Urzhar Airport,Urzhar,Kazakhstan,UZR,UASU,47.09115,81.66521
Pyramiden Heliport,Pyramiden,Norway,\N,ENPY,78.652322,16.337208
Lipki Air Base,Minsk,Belarus,\N,UMMI,53.913545,27.708775
Zermatt  Heliport,Zermatt,Switzerland,\N,LSEZ,46.02931976,7.75336647
Nikolskoye Airport,Nikolskoye,Russia,\N,UHPX,55.17833328,166.0483398
Tilichiki Airport,Tilichiki,Russia,\N,UHPT,60.38280106,166.026001
Nyurba Airport,Nyurba,Russia,NYR,UENN,63.294998,118.336998
Sakkyryr Airport,Batagay-Alyta,Russia,SUK,UEBS,67.792,130.394
Ust-Kuyga Airport,Ust-Kuyga,Russia,UKG,UEBT,70.01100159,135.6450043
Verkhnevilyuisk Airport,Verkhnevilyuysk,Russia,VHV,UENI,63.4580574,120.269165
Mendeleyevo Airport,Yuzhno-Kurilsk,Russia,DEE,UHSM,43.95840073,145.6829987
Yamburg Airport,Yamburg,Russia,\N,USMQ,67.986664,75.099998
Shakhtyorsk Airport,Shakhtyorsk,Russia,EKS,UHSK,49.1903,142.082993
Talakan Airport,Talakan,Russia,TLK,UECT,59.876389,111.044444
Mama Airport,Mama,Russia,\N,UIKM,58.3133316,112.8899994
Aarhus Seaplne Terminal,Aarhus,Denmark,\N,EKAC,56.151717,10.248428
Oakland Troy Airport,Troy,United States,\N,KVLL,42.54290009,-83.17790222
Stratford Municipal Airport,Stratford,Canada,\N,CYSA,43.41559982,-80.93440247
Edmundston Airport,Edmundston,Canada,\N,CYES,47.49060059,-68.48190308
Red Dog Airport,Red Dog,United States,RDB,PADG,68.03209686,-162.8990021
Impfondo Airport,Impfondo,Congo (Brazzaville),ION,FCOI,1.616999984,18.06699944
El Bayadh Airport,El Bayadh,Algeria,EBH,DAOY,33.72166667,1.0925
Alzintan Airport,Zintan,Libya,ZIS,HLZN,31.774878,12.25006
Monkey Bay Airport,Monkey Bay,Malawi,MYZ,FWMY,-14.08360004,34.91970062
Suwałki Airport,Suwalki,Poland,\N,EPSU,54.07279968,22.89920044
Srr Ahmadu Bello International Airport,Birnin Kebbi,Nigeria,\N,DNBK,12.480556,4.369445
Sir Abubakar Tafawa Balewa International Airport,Bauchi,Nigeria,BCU,DNBC,10.482833,9.744
Gombe Lawanti International Airport,Gombe,Nigeria,GMO,DNGO,10.29833333,10.89638889
Dutse International Airport,Dutse,Nigeria,\N,DNDS,11.795168,9.311667
Jalingo Airport,Jalingo,Nigeria,\N,DNJA,8.900587,11.27946
Kolda North Airport,Kolda,Senegal,KDA,GODK,12.89850044,-14.96809959
King Mswati III International Airport,Manzini,Swaziland,SHO,FDSK,-26.358611,31.716944
Kilwa Masoko Airport,Kilwa Masoko,Tanzania,KIY,HTKI,-8.91123,39.508619
West Kilimanjaro Airport,Kilimanjaro,Tanzania,\N,HTWK,-3.049999952,37
Moshi Airport,Moshi,Tanzania,QSI,HTMS,-3.363329887,37.32690048
Mansa Airport,Mansa,Zambia,MNS,FLMA,-11.13700008,28.87260056
Ghazni Airport,Ghazni,Afghanistan,GZI,OAGN,33.53120041,68.41290283
Baicheng Chang'an Airport,Baicheng,China,DBC,ZYBA,45.505278,123.019722
Longnan Chengzhou Airport,Longnan,China,LNL,ZLLN,33.788,105.797
Shangrao Sanqingshan Airport,Shangrao,China,SQD,ZSSR,28.3797,117.9643
Songyuan Chaganhu Airport,Songyuan,China,YSQ,ZYSQ,44.938114,124.550178
Jiansanjiang Airport,Jiansanjiang,China,JSJ,ZYJS,47.11,132.660278
Zunyi Maotai Airport,Zunyi,China,WMT,ZUMT,27.81638,106.33268
Libo Airport,Libo,China,LLB,ZULB,25.4525,107.961667
Chengde Puning Airport,Chengde,China,CDE,ZBCD,41.1225,118.073889
Wudalianchi Dedu Airport,Wudalianchi,China,DTU,ZYDU,48.445,126.133
Ejin Banner-Taolai Airport,Ejin Banner,China,EJN,ZBEN,42.0155,101.0005
Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,RHT,ZBAR,39.225,101.546
Holingol Huolinhe Airport,Holingol,China,HUO,ZBHZ,45.487222,119.407222
Golog Maqin Airport,Golog,China,GMQ,ZLGL,34.418066,100.301144
Yeerqiang Airport,Yarkant,China,QSZ,ZWSC,38.281055,77.075192
Tezu Airport,Tezu,India,TEI,VETJ,27.94120026,96.13439941
Cangyuan Washan Airport,Cangyuan,China,CWJ,ZPCW,23.273889,99.373611
Lancang Jingmai Airport,Lancang Lahu,China,JMJ,ZPJM,22.415833,99.786389
Ninglang Luguhu Airport,Ninglang,China,NLH,ZPNL,27.5403,100.7593
Pimenta Bueno Airport,Pimenta Bueno,Brazil,PBQ,SWPM,-11.64159966,-61.17910004
Ariquemes Airport,ARIQUEMES,Brazil,\N,SJOG,-9.884721756,-63.04888916
Fazenda Spartacus Airport,COLNIZA,Brazil,\N,SIXZ,-24,-48.60833359
Xinzhou Wutaishan Airport,Xinzhou,China,WUT,ZBXZ,38.597456,112.969173
Chengjisihan Airport,Zhalantun,China,NZL,ZBZL,47.865833,122.767503
Fazenda Mequens Airport,ALTA FLORESTA D'OESTE,Brazil,\N,SJTF,-13.06194401,-62.25749969
Prainha Airport,APUI,Brazil,\N,SWYN,-7.172870159,-59.83959961
Mostardas Airport,SANTO ANTONIO DO MATUPI,Brazil,\N,SSMT,-31.10359955,-50.91030121
Santo Domingo Airport,CONSELVAN,Brazil,\N,SCSN,-33.65639877,-71.61440277
Adampur Airport,Adampur,India,AIP,VIAX,31.4338,75.758797
Vijayanagar Aerodrome (JSW),Toranagallu,India,VDY,VOJV,15.17496667,76.63494722
Shirdi Airport,Shirdi,India,SAG,VASD,19.688611,74.378889
Jeypore Airport,Jeypore,India,PYB,VEJP,18.87999916,82.55200195
Trunojoyo Airport,Sumenep,Indonesia,SUP,WART,-7.0242,113.89023
Lasondre Airport,Batu Islands,Indonesia,\N,WIMO,-0.01924,98.30097
Rokot Airport,Sipora,Indonesia,RKO,WIBR,-2.099119902,99.70069885
Pasir Pangaraan Airport,Pasir Pangaraian,Indonesia,PPR,WIDE,0.84543103,100.3700027
Sei Bati Airport,Tanjung Balai Karimun,Indonesia,TJB,WIBT,1.0527,103.3931
Departi Parbo Airport,Kerinci Regency,Indonesia,KRC,WIPH,-2.093,101.4683
Namrole Airport,Buru Island,Indonesia,NRE,WAPG,-3.8548,126.7012
Namlea Airport,Namlea,Indonesia,NAM,WAPR,-3.235569954,127.0999985
Rar Gwamar Airport,Dobo,Indonesia,DOB,WAPD,-5.772220135,134.2120056
Emalamo Sanana Airport,Sanana,Indonesia,SQN,WAPN,-2.080509901,125.9670029
Ayawasi Airport,Ayawasi,Indonesia,AYW,WASA,-1.1593,132.4633
Bunyu Airport,Bunyu,Indonesia,BYQ,WALV,3.455719948,117.8669968
Buol Airport,Buol,Indonesia,UOL,WAMY,1.1027,121.4141
Sugimanuru Airport,Raha,Indonesia,RAQ,WAWR,-4.760557,122.569371
Jask Airport,Jask,Iran,JSK,OIZJ,25.653601,57.799301
Frankfort Dow Memorial Field,Frankfort,United States,\N,KFKS,44.62519836,-86.20079803
